INCIDENT_CAUSE,CLAIM_STATUS,ODOMETER_AT_LOSS,LOSS_EVENT_TIME,CLAIM_INIT_TIME,POLICE_REPORT,CLAIMS_AT_LOSS_DATE,LOSS_LOCATION_LAT,LOSS_LOCATION_LONG,CLAIM_AMOUNT,FLAG_FOR_FRAUD_INV,START_DATE,EXPIRY_DATE,MODEL_YEAR,MAKE,MODEL,INITIAL_ODOMETER,LOW_MILEAGE_USE,COMMUTE_DISCOUNT,EXCESSIVE_CLAIM_AMOUNT
1,3,143306.8,2017-06-06,6/6/17,0,2,41.65899807,-87.61656564,1740,0,9/8/16,9/8/17,2010,Mercedes,GLC,131856,0,0,0
1,1,177427.9,2017-07-16,7/27/17,1,1,41.88790266,-87.61792719,25010,1,6/9/16,6/9/17,2010,Chrysler,Pacifica,164316,0,0,1
5,1,73180.9,2017-09-19,10/1/17,1,1,41.9538639,-87.73666352,32710,1,4/5/16,4/5/17,2014,Chevrolet,Colorado,64692,0,0,1
4,3,305265.3,2017-11-10,11/10/17,0,1,42.00521203,-87.67360748,1100,0,10/12/16,10/12/17,2001,Subaru,Legacy,292032,0,0,0
1,3,328467.1,2017-02-19,2/22/17,0,1,41.97527517,-87.74247233,1690,0,4/22/16,4/22/17,2002,Ford,Focus,314460,0,0,0
3,3,238721.3,2017-01-26,2/9/17,1,2,41.99807872,-87.66060728,2760,0,1/6/16,1/5/17,2006,Toyota,Tacoma,235356,0,0,0
1,3,132835.1,2016-08-12,8/15/16,0,3,41.74800268,-87.56631806,2730,0,2/17/15,2/17/16,2009,Mazda,CX-5,127764,0,0,0
1,3,46852.6,2018-05-30,6/2/18,1,1,41.76913734,-87.63273958,1840,0,5/11/17,5/11/18,2016,Lexus,ES,45120,0,1,0
5,3,80957.8,2016-03-03,3/8/16,1,1,41.74933329,-87.5827846,1700,0,9/9/15,9/8/16,2012,Kia,Sportage,79632,0,0,0
1,1,231403.5,2017-01-27,1/31/17,1,1,41.87553265,-87.63380389,27910,1,8/6/16,8/6/17,2007,Dodge,Ram,226200,0,0,1
1,3,286606.9,2018-04-10,4/11/18,0,1,41.81715064,-87.70447558,2340,0,11/23/17,11/23/18,2004,Dodge,Ram,273660,0,0,0
3,1,165202.8,2017-05-20,6/1/17,0,1,41.89182517,-87.62522291,19895,1,8/18/16,8/18/17,2009,Ford,F-150,162576,0,0,1
5,3,94650.8,2016-09-21,10/3/16,0,1,41.90281543,-87.62477194,1890,0,6/28/15,6/27/16,2008,Dodge,Ram,89712,1,0,0
1,3,102776.7,2018-06-24,6/30/18,0,1,41.78911255,-87.70357973,2320,0,3/6/17,3/6/18,2013,Nissan,Maxima,93516,0,0,0
5,3,138449.1,2016-07-02,7/16/16,0,1,41.74348841,-87.62925563,2330,0,9/14/15,9/13/16,2010,Subaru,Impreza,135576,0,0,0
2,1,307119,2018-10-27,11/6/18,1,1,41.94563032,-87.7795874,25580,1,9/13/17,9/13/18,2004,Nissan,Rogue,299040,0,0,1
3,1,201570.4,2018-04-07,4/20/18,0,1,41.90203213,-87.76586813,16150,1,7/11/17,7/11/18,2008,Ford,Explorer,190728,0,0,1
1,1,129285.5,2017-06-03,6/12/17,0,2,41.95060124,-87.70777873,2460,1,8/24/16,8/24/17,2011,Nissan,Altima,117756,0,0,0
5,3,308651.5,2018-01-13,1/17/18,0,1,41.77514086,-87.58644197,3059,0,10/4/17,10/4/18,2004,Chevrolet,Trax,298836,0,0,0
5,3,133620.4,2018-11-29,12/13/18,1,2,41.92625049,-87.72376752,3001.5,0,9/9/17,9/9/18,2012,Honda,HR-V,122064,0,1,0
2,3,208030.1,2017-11-21,11/25/17,0,1,41.82120572,-87.68782409,1620,0,8/11/16,8/11/17,2007,Toyota,Camry,202080,0,1,0
3,3,87645.6,2016-11-09,11/21/16,1,1,41.8443248,-87.71106732,1850,0,6/4/15,6/3/16,2007,Subaru,XV Crosstrek,84078,1,0,0
3,3,223745,2017-07-23,7/25/17,1,1,41.82331473,-87.70944467,3151,0,10/5/16,10/5/17,2007,Nissan,Rogue,213948,0,0,0
3,1,75241.2,2016-04-26,4/26/16,1,1,41.95424408,-87.66429422,26480,1,9/8/15,9/7/16,2013,Mazda,3,61884,0,0,1
1,1,95707.7,2018-03-03,3/4/18,1,6,41.75682634,-87.60773662,2270,1,9/17/17,9/17/18,2014,Toyota,Camry,82800,0,0,0
1,3,102842.3,2016-08-22,8/30/16,0,1,41.87675959,-87.74319833,2980,0,10/5/15,10/4/16,2011,Kia,Soul,94260,0,0,0
2,3,140008.7,2017-12-24,12/28/17,0,1,41.97504399,-87.74813332,2702.5,0,4/2/16,4/2/17,2010,Toyota,Prius,134112,0,0,0
5,1,73848,2016-06-16,6/27/16,1,1,41.81523427,-87.74350719,25750,1,11/13/15,11/12/16,2013,Nissan,Maxima,63108,0,0,1
3,3,236296.9,2016-12-02,12/6/16,1,1,41.79380306,-87.69365621,16479.5,0,2/24/15,2/24/16,2006,Ford,Mustang,232920,0,0,1
2,3,95001.3,2017-04-17,4/30/17,0,1,41.90735031,-87.64917064,1320,0,5/4/16,5/4/17,2013,Ford,Focus,90720,0,0,0
5,3,195871.1,2016-07-07,7/20/16,0,2,41.9281323,-87.64900381,1800,0,4/8/15,4/7/16,2008,Toyota,Highlander,183360,0,0,0
1,3,138018.7,2018-03-31,4/7/18,0,2,41.87397054,-87.67405591,2900,0,1/18/17,1/18/18,2005,Toyota,Tundra,132210,1,0,0
5,1,54286.9,2018-04-13,4/18/18,1,2,41.83586273,-87.71592574,25783,1,11/4/17,11/4/18,2016,Ford,F-150,43956,0,0,1
4,3,308074.6,2018-03-23,4/4/18,0,1,41.76602778,-87.57644312,1640,0,1/6/17,1/6/18,2003,Honda,HR-V,293640,0,0,0
3,3,261520.9,2018-04-09,4/9/18,0,4,41.8727629,-87.73535452,1230,0,4/11/17,4/11/18,2006,Mazda,CX-5,256032,0,0,0
5,3,363041.8,2017-06-16,6/24/17,0,1,41.886907,-87.76524647,2806,0,11/22/16,11/22/17,2001,GMC,Yukon,356628,0,0,0
5,1,204455,2017-03-10,3/21/17,1,2,41.78074798,-87.74221955,21942,1,1/13/17,1/13/18,1999,Lexus,RX,189564,1,0,1
1,4,67515.7,2018-12-27,1/10/19,0,1,41.76526572,-87.63481053,21940,1,3/21/17,3/21/18,2015,Ford,Fusion,65472,0,0,1
5,3,72863,2018-03-05,3/18/18,0,3,41.88576112,-87.63259515,1518,0,6/19/17,6/19/18,2015,Honda,CR-V,68172,0,0,0
5,3,116695.6,2017-11-11,11/12/17,0,2,41.9038651,-87.63129704,2185,0,10/17/16,10/17/17,2005,Hyundai,Santa Fe,109746,1,0,0
5,1,361090.7,2017-12-17,12/31/17,1,1,41.85151057,-87.73444965,22960,1,11/10/16,11/10/17,1999,Audi,Q5,349032,0,0,1
2,3,44409.2,2017-06-10,6/22/17,0,1,41.69343728,-87.62082863,2650,0,6/16/16,6/16/17,2015,Acura,RDX,40452,0,0,0
1,3,115895.8,2016-07-08,7/20/16,1,2,41.72284736,-87.53785564,2590,0,11/22/15,11/21/16,2005,Mercedes,C Class,110088,1,0,0
5,3,279528,2017-05-29,6/2/17,1,3,41.83391103,-87.67675307,2790,0,7/2/16,7/2/17,2004,Jeep,Renegade,270816,0,0,0
5,3,72892.4,2018-02-07,2/8/18,0,1,41.99771305,-87.69714823,1495,0,8/14/17,8/14/18,2015,Chevrolet,Malibu,64584,0,1,0
2,3,149509.8,2017-01-16,1/22/17,1,1,41.8784571,-87.76458323,1300,0,4/12/16,4/12/17,2004,Ford,F-150,142818,1,0,0
3,3,333342.5,2018-07-09,7/9/18,0,1,41.79223626,-87.78185617,1989.5,0,5/4/17,5/4/18,2003,Ford,F-150,321264,0,0,0
1,3,84117.4,2018-10-03,10/13/18,0,1,41.95555328,-87.72291058,2940,0,4/3/17,4/3/18,2014,Honda,CR-V,77856,0,1,0
1,3,198974.1,2018-08-22,8/26/18,1,1,41.91516536,-87.62773146,1510,0,10/18/17,10/18/18,2008,Nissan,Rogue,191808,0,0,0
2,3,447955.5,2017-09-01,9/12/17,0,1,41.7558424,-87.56616466,2120,0,7/1/16,7/1/17,1997,Nissan,Pathfinder,439392,0,0,0
1,3,124367.6,2017-12-02,12/5/17,1,1,41.71935007,-87.57635162,2720,0,2/27/16,2/26/17,2011,Chrysler,Pacifica,115032,0,0,0
3,1,211101.2,2017-03-13,3/21/17,1,1,41.91560047,-87.71461513,40210,1,9/12/16,9/12/17,2008,Dodge,Grand Caravan,206292,0,1,1
5,3,300126.9,2017-01-06,1/9/17,1,3,41.92620258,-87.70597801,2810,0,6/12/16,6/12/17,2004,GMC,Sierra,292872,0,0,0
3,3,213462.2,2016-06-11,6/25/16,0,3,41.95606345,-87.67623877,2430,0,4/22/15,4/21/16,2005,Ford,Escape,208428,0,0,0
1,1,220823.3,2017-09-03,9/10/17,1,3,41.86322023,-87.66644157,25950,1,10/14/16,10/14/17,2008,Dodge,Grand Caravan,211956,0,0,1
1,1,184111,2018-04-12,4/15/18,1,1,41.89524831,-87.73851646,26310,1,10/11/17,10/11/18,2010,Kia,Forte,173016,0,0,1
1,1,86038.3,2018-09-05,9/12/18,0,1,41.79242379,-87.77342685,19640,1,4/14/17,4/14/18,2014,Hyundai,Sonata,80376,0,0,1
3,1,174636.6,2017-09-22,10/5/17,1,3,41.88563256,-87.62637276,27330,1,6/16/16,6/16/17,2001,Subaru,Outback,170964,1,0,1
3,1,332876.7,2016-07-31,8/5/16,1,1,41.74468949,-87.54056648,20660,1,1/14/15,1/14/16,1999,Chevrolet,Express,321708,0,0,1
2,3,140572.3,2016-01-05,1/10/16,0,1,41.96464477,-87.72807656,2990,0,1/26/15,1/26/16,2010,Chevrolet,Cruze,126432,0,0,0
1,1,300330.5,2017-09-02,9/2/17,1,1,41.88670756,-87.62788348,23430,1,5/22/16,5/22/17,2002,Honda,Pilot,289416,0,0,1
1,3,140548.8,2017-07-13,7/19/17,0,1,41.77589338,-87.73498436,2520,0,1/18/16,1/17/17,2011,Dodge,Ram,134160,0,0,0
3,3,130554.9,2017-04-29,5/13/17,1,1,41.75750224,-87.64436587,2288.5,0,10/15/16,10/15/17,2010,Nissan,Versa,128328,0,0,0
2,3,108406.4,2018-11-15,11/18/18,0,1,41.70945377,-87.6904949,2750,0,10/1/17,10/1/18,2013,Ford,Mustang,95220,0,0,0
1,1,256792.2,2017-05-14,5/24/17,1,1,41.88338658,-87.65339165,42722.5,1,2/3/16,2/2/17,2006,BMW,X5,242664,0,0,1
5,3,130224.6,2017-09-15,9/29/17,1,4,41.99698472,-87.79769114,2553,0,7/26/16,7/26/17,2012,Ford,Expedition,115896,0,0,0
1,1,371667.6,2018-05-11,5/20/18,0,1,41.99511164,-87.76475292,40951.5,1,4/17/17,4/17/18,2000,Volkswagen,Golf,357804,0,0,1
5,1,123301,2016-07-02,7/12/16,0,1,41.85815867,-87.70679925,21190,1,10/22/15,10/21/16,2011,Hyundai,Tucson,108360,0,0,1
5,3,43102.3,2016-02-10,2/23/16,0,4,41.8377949,-87.68514875,3105,0,1/7/15,1/7/16,2014,Honda,Pilot,41232,0,0,0
3,3,237375.2,2017-02-15,2/15/17,0,4,41.76318923,-87.65421368,2840,0,1/6/16,1/5/17,2007,Dodge,Ram,234720,0,0,0
3,3,291106.8,2016-11-21,11/28/16,0,4,41.94868367,-87.64364976,1759.5,0,1/23/15,1/23/16,2002,Ford,Focus,287784,0,0,0
5,3,159402.5,2017-04-23,4/27/17,0,2,41.74596036,-87.55130152,2850,0,7/22/16,7/22/17,2010,Dodge,Grand Caravan,150972,0,0,0
3,1,81694.1,2017-02-01,2/5/17,0,1,41.88709142,-87.68398797,37743,1,7/23/16,7/23/17,2014,Subaru,Outback,66732,0,0,1
5,1,340733.3,2016-04-04,4/8/16,0,1,41.79867203,-87.74359878,27670,1,11/18/15,11/17/16,2002,Honda,CR-V,333312,0,0,1
5,3,108406.1,2018-07-27,8/8/18,1,1,41.65170129,-87.52749195,1391.5,0,4/14/17,4/14/18,2013,Subaru,Outback,98400,0,0,0
2,3,250497.1,2016-07-09,7/16/16,0,1,41.77677818,-87.72285872,1350,0,1/9/15,1/9/16,2005,Buick,Encore,243012,0,0,0
2,3,185278.8,2017-07-15,7/17/17,0,1,41.68313471,-87.55950484,2500,0,6/7/16,6/7/17,2008,Jeep,Grand Cherokee,181620,0,0,0
1,1,165705.6,2017-12-21,12/27/17,1,3,41.93173872,-87.73931233,14330,1,3/17/16,3/17/17,2009,Hyundai,Sonata,160668,0,0,1
3,3,138053.3,2016-03-05,3/18/16,0,1,41.89325533,-87.63715992,1529.5,0,8/24/15,8/23/16,2010,Honda,CR-V,127944,0,0,0
2,3,87155.7,2017-12-02,12/12/17,1,1,41.79426121,-87.70372717,1679,0,11/17/16,11/17/17,2013,Hyundai,Elantra,84612,0,0,0
1,3,257814.1,2018-05-08,5/13/18,0,3,41.87298295,-87.62752137,1529.5,0,10/3/17,10/3/18,2007,Subaru,XV Crosstrek,248004,0,0,0
1,1,90015.2,2016-05-23,6/5/16,1,4,41.89129618,-87.67677604,15270,1,9/10/15,9/9/16,2012,Hyundai,Elantra,87216,0,0,1
4,3,218841.1,2018-01-07,1/12/18,0,3,41.93502019,-87.66236702,1870,0,2/19/17,2/19/18,2007,Ford,Explorer,218304,0,0,0
3,3,137578.4,2017-04-18,4/22/17,0,1,41.96690952,-87.66924233,1943.5,0,1/7/16,1/6/17,2011,Lexus,ES,135084,0,0,0
3,1,399609,2017-03-03,3/16/17,1,4,41.78979082,-87.70359877,36075.5,1,1/18/16,1/17/17,1996,Ford,F-150,397332,0,0,1
1,1,207162.3,2018-05-04,5/5/18,1,1,41.802196,-87.72339108,29900,1,11/10/17,11/10/18,2008,Chevrolet,Silverado,201444,0,0,1
5,3,201842.1,2017-07-20,7/20/17,0,1,41.96523603,-87.66109019,1570,0,9/7/16,9/7/17,2007,Honda,Odyssey,200508,0,0,0
1,3,153946.9,2017-08-28,9/3/17,0,1,41.99686711,-87.79895448,1830,0,5/6/16,5/6/17,2011,Dodge,Ram,140592,0,0,0
2,1,207316.8,2018-02-01,2/6/18,1,4,41.75520424,-87.69215101,32750,1,5/25/17,5/25/18,2008,Subaru,Forester,199188,0,0,1
4,3,64351,2017-02-01,2/13/17,1,1,41.84803762,-87.64448944,2633.5,0,2/23/16,2/22/17,2014,Buick,Enclave,56964,0,0,0
5,3,216126.6,2016-06-15,6/24/16,0,1,41.72633413,-87.56686248,1210,0,8/20/15,8/19/16,2006,Kia,Sportage,201600,0,0,0
5,3,145813.8,2016-10-02,10/16/16,0,2,41.8992486,-87.62427498,1100,0,9/23/15,9/22/16,2009,Mazda,3,131712,0,0,0
3,3,238154.6,2017-09-29,10/2/17,0,1,41.78651813,-87.69353848,1380,0,8/15/16,8/15/17,2007,Jeep,Wrangler,233364,0,0,0
3,1,45837.6,2018-06-13,6/19/18,1,1,41.82261969,-87.6168177,36620,1,7/13/17,7/13/18,2016,Nissan,Versa,41232,0,0,1
5,1,215313.7,2017-05-15,5/26/17,1,3,41.87073773,-87.72041743,34780,1,8/19/16,8/19/17,2008,Subaru,Impreza,210756,0,1,1
1,1,91067.3,2016-08-25,9/8/16,0,2,41.82563103,-87.61039034,44470.5,1,11/10/15,11/9/16,2012,Hyundai,Santa Fe,80064,0,0,1
3,1,60490.1,2017-12-07,12/7/17,1,1,41.99418118,-87.68991422,32480,1,7/15/16,7/15/17,2011,Dodge,Challenger,59436,1,0,1
1,4,81872.5,2018-12-29,1/11/19,0,1,41.90252945,-87.66540931,15920,1,5/26/17,5/26/18,2015,Acura,MDX,70164,0,0,1
2,3,123870.9,2017-04-09,4/22/17,0,5,41.93681776,-87.72538629,1960,0,3/23/16,3/23/17,2012,Volkswagen,Golf,110364,0,0,0
2,3,162293.8,2017-11-17,11/30/17,0,1,41.78171036,-87.70063177,1170,0,4/8/16,4/8/17,2010,Dodge,Grand Caravan,147672,0,0,0
5,3,87566.6,2017-08-20,8/28/17,0,1,41.78000828,-87.62552251,1472,0,6/22/16,6/22/17,2013,Ford,F-150,82716,0,0,0
3,3,135080.9,2017-04-27,4/27/17,0,2,41.89280558,-87.7041558,2920,0,11/27/16,11/27/17,2011,Nissan,Maxima,131688,0,1,0
5,3,227752.1,2016-10-04,10/11/16,1,3,41.73554474,-87.67280128,1690,0,8/19/15,8/18/16,2006,Nissan,Pathfinder,221040,0,0,0
4,3,158505.7,2018-08-19,8/22/18,0,1,41.90372828,-87.63556801,1120,0,5/16/17,5/16/18,2010,Dodge,Charger,157176,0,0,0
1,1,125410.2,2017-04-12,4/20/17,0,4,41.78770561,-87.71929171,32640,1,1/21/16,1/20/17,2011,Toyota,Highlander,119160,0,0,1
3,3,99266.1,2016-10-07,10/16/16,0,1,41.85530714,-87.62949717,1500,0,4/28/15,4/27/16,2012,Acura,RDX,86496,0,0,0
2,4,171973.2,2018-12-15,12/19/18,1,1,41.85228788,-87.67572136,44367,1,5/21/17,5/21/18,2009,Jeep,Renegade,171024,0,0,1
2,3,153912.4,2017-08-09,8/22/17,0,1,41.8480616,-87.7026309,3128,0,1/6/16,1/5/17,2009,Hyundai,Elantra,150744,0,0,0
5,1,127955.1,2017-03-23,3/30/17,1,4,41.72532676,-87.68205465,22270,1,7/27/16,7/27/17,2011,Subaru,Forester,122940,0,0,1
3,3,206105.8,2017-09-18,10/2/17,0,1,41.77896886,-87.60575208,2599,0,11/20/16,11/20/17,2007,Kia,Soul,192444,0,0,0
3,1,195845.5,2017-09-14,9/18/17,1,1,41.73852748,-87.64170134,28760,1,2/7/16,2/6/17,2007,Chevrolet,Camaro,185520,0,0,1
5,1,114897.7,2018-04-05,4/14/18,0,4,41.97338891,-87.65116886,34770,1,4/25/17,4/25/18,2013,GMC,Acadia,110232,0,0,1
2,3,71310.5,2017-12-03,12/17/17,0,1,41.873217,-87.67567518,2771.5,0,4/12/16,4/12/17,2014,Kia,Sportage,60048,0,0,0
4,3,133117.4,2017-05-05,5/10/17,0,4,41.89111388,-87.62019942,1880,0,4/10/16,4/10/17,2011,Ford,Mustang,127440,0,0,0
1,3,136150.5,2017-12-15,12/27/17,0,1,41.87311796,-87.72555342,2820,0,2/12/16,2/11/17,2011,Jeep,Renegade,124080,0,0,0
3,3,60333.1,2017-10-08,10/21/17,1,1,41.96720478,-87.7390419,1368.5,0,6/2/16,6/2/17,2014,Toyota,Rav-4,56340,0,0,0
1,1,175019,2016-06-01,6/13/16,0,1,41.94003224,-87.63949853,33752.5,1,4/13/15,4/12/16,2009,Honda,Civic,167748,0,0,1
5,3,117850.5,2018-04-14,4/20/18,0,1,41.88462477,-87.61925432,2810,0,9/11/17,9/11/18,2008,Honda,Civic,106380,1,1,0
1,1,108129.2,2016-10-26,11/4/16,0,1,41.95855184,-87.64623776,34300,1,8/18/15,8/17/16,2011,Jeep,Cherokee,107160,0,0,1
1,1,208547.1,2018-10-16,10/17/18,1,1,41.95509798,-87.76721133,28250,1,4/24/17,4/24/18,2008,BMW,X5,203676,0,0,1
3,3,160946.7,2016-09-24,10/8/16,0,1,41.93177005,-87.7368781,2980,0,8/26/15,8/25/16,2009,Subaru,Forester,157920,0,0,0
5,3,74182.8,2018-05-11,5/16/18,0,1,41.9015163,-87.66384666,1250,0,5/2/17,5/2/18,2015,Chevrolet,Colorado,65004,0,0,0
5,3,45583.2,2016-11-10,11/17/16,0,1,41.83778218,-87.72056251,2670,0,9/26/15,9/25/16,2014,Chevrolet,Silverado,39432,0,0,0
3,1,38341.4,2016-06-15,6/28/16,1,2,41.89681668,-87.61682704,27610,1,9/3/15,9/2/16,2013,Jeep,Cherokee,27234,1,0,1
2,3,142357.9,2017-02-10,2/18/17,1,4,41.79486171,-87.61914773,2208,0,9/13/16,9/13/17,2010,Lexus,NX,141792,0,0,0
3,1,231083.4,2018-09-10,9/24/18,1,1,42.00251435,-87.7682954,18650,1,5/8/17,5/8/18,2006,Ford,Focus,227124,0,0,1
5,3,234552.8,2017-03-13,3/26/17,0,1,41.92939683,-87.76207487,2330,0,7/26/16,7/26/17,2006,Toyota,Highlander,222168,0,0,0
5,1,91465,2018-01-14,1/24/18,1,1,41.96784842,-87.71442391,20610,1,3/7/17,3/7/18,2014,Hyundai,Elantra,88908,0,0,1
3,1,187157,2017-02-19,2/28/17,1,4,41.77537131,-87.56963412,2863.5,1,5/25/16,5/25/17,2009,Hyundai,Sonata,180324,0,0,0
2,3,188259.7,2018-07-24,7/29/18,0,1,41.86262829,-87.61503109,1000,0,2/4/17,2/4/18,2010,Honda,HR-V,178368,0,0,0
5,1,35267,2017-02-20,2/27/17,1,1,41.8443652,-87.7244009,15040,1,3/14/16,3/14/17,2015,Toyota,Corolla,21156,1,0,1
2,1,67329.1,2017-01-17,1/22/17,0,4,41.95536537,-87.74727963,2932.5,1,3/13/16,3/13/17,2014,Toyota,Tundra,54312,0,0,0
3,1,144226.8,2016-09-16,9/18/16,1,1,41.99753989,-87.70700596,30400,1,1/20/15,1/20/16,2010,Hyundai,Tucson,138816,0,0,1
4,3,234498.3,2018-02-26,3/6/18,0,1,42.00903939,-87.6903184,2630,0,2/24/17,2/24/18,2008,Honda,Pilot,230400,0,0,0
4,1,35458.2,2016-02-05,2/17/16,1,1,41.75847858,-87.74152601,30540,1,6/27/15,6/26/16,2013,Volkswagen,Tiguan,31140,1,0,1
5,1,81629.9,2018-01-31,2/8/18,0,1,41.79932043,-87.72319071,22420,1,1/16/17,1/16/18,2014,Chevrolet,Silverado,78528,0,0,1
5,1,175519.6,2017-10-06,10/9/17,1,1,41.91000891,-87.72535418,26630,1,6/25/16,6/25/17,2008,Chevrolet,Silverado,164688,0,0,1
3,3,194933.4,2018-07-31,8/10/18,0,1,41.8876023,-87.67449183,1680,0,8/2/17,8/2/18,2009,Nissan,Maxima,190440,0,0,0
5,1,207329.5,2016-05-13,5/20/16,1,1,41.76486997,-87.65902415,41850,1,2/2/15,2/2/16,2006,Chevrolet,Traverse,204240,0,0,1
1,3,169419,2017-06-02,6/7/17,1,1,41.69432296,-87.67655019,2380,0,7/17/16,7/17/17,2009,Subaru,Impreza,154956,0,0,0
2,3,204767,2018-01-26,1/28/18,0,1,41.7641858,-87.58642639,1060,0,10/23/17,10/23/18,2009,Dodge,Journey,201552,0,0,0
2,3,43490.9,2017-06-21,6/26/17,0,1,41.94579529,-87.76451515,2357.5,0,11/8/16,11/8/17,2015,Hyundai,Sonata,41760,0,0,0
2,3,49801.1,2016-01-16,1/22/16,0,1,41.84375106,-87.70487246,2870,0,6/17/15,6/16/16,2014,Hyundai,Elantra,36336,0,0,0
5,1,66079.7,2018-03-10,3/19/18,1,3,41.83418617,-87.67211975,21700,1,1/3/17,1/3/18,2015,Chevrolet,Malibu,62784,0,0,1
2,3,72761.8,2016-02-14,2/22/16,1,1,41.99468602,-87.71459314,1140,0,6/11/15,6/10/16,2013,Nissan,Frontier,60300,0,0,0
1,3,63252.7,2018-06-02,6/9/18,0,1,41.91811678,-87.78533528,2860,0,4/11/17,4/11/18,2015,Mazda,CX-5,57420,0,0,0
5,1,72466.3,2018-01-14,1/20/18,1,1,41.77704855,-87.66888563,30080,1,1/3/17,1/3/18,2015,Chevrolet,Silverado,64020,0,0,1
1,1,474874,2017-03-09,3/11/17,1,2,41.95711815,-87.73400291,26520,1,8/26/16,8/26/17,1996,Nissan,Maxima,473256,0,0,1
4,3,593427.4,2018-09-05,9/14/18,0,1,41.87741284,-87.6766909,2990,0,2/15/17,2/15/18,1993,Chevrolet,Cruze,585828,0,0,0
5,1,47319.2,2018-04-16,4/25/18,0,3,41.88538966,-87.66682582,29060,1,9/24/17,9/24/18,2016,Volkswagen,Jetta,46704,0,0,1
2,3,191901.8,2017-07-31,7/31/17,0,1,41.84760841,-87.62046048,2890,0,11/24/16,11/24/17,2009,Hyundai,Santa Fe,180360,0,0,0
1,2,167827,2018-12-30,1/6/19,0,1,41.95042134,-87.68850982,2540,0,6/17/17,6/17/18,2010,Chevrolet,Malibu,155664,0,0,0
4,1,192928.4,2018-03-04,3/9/18,1,1,42.01118202,-87.66289497,35178.5,1,9/7/17,9/7/18,2010,Dodge,Ram,183180,0,0,1
1,3,89994.9,2018-06-29,7/13/18,0,1,41.93350826,-87.772253,2440,0,10/18/17,10/18/18,2014,Nissan,Pathfinder,85620,0,0,0
1,3,437657.7,2017-06-16,6/30/17,0,1,41.86703514,-87.64752208,3128,0,9/21/16,9/21/17,1998,Subaru,XV Crosstrek,423480,0,0,0
3,3,69409.6,2016-04-05,4/10/16,1,1,41.93791493,-87.76662131,1050,0,9/24/15,9/23/16,2010,Honda,CR-V,66276,1,0,0
3,1,226236.8,2018-01-11,1/13/18,1,3,41.88211763,-87.62767361,32867,1,6/15/17,6/15/18,2007,Ford,Escape,217932,0,0,1
3,1,112907.3,2017-08-19,8/31/17,1,1,41.78674894,-87.78174785,36170,1,7/25/16,7/25/17,2012,Chevrolet,Silverado,105600,0,0,1
2,3,187061.4,2018-05-29,6/8/18,0,1,41.78197998,-87.61581637,2875,0,1/12/17,1/12/18,2010,Toyota,Rav-4,179040,0,0,0
5,1,65337.8,2018-01-30,2/4/18,1,1,41.97908367,-87.66009105,31240,1,10/19/17,10/19/18,2015,Nissan,Altima,61212,0,0,1
3,1,64730.9,2017-11-19,11/25/17,1,1,41.87324546,-87.74511718,34200,1,4/24/16,4/24/17,2011,Toyota,Corolla,61908,1,0,1
4,3,60668.3,2017-07-22,7/24/17,1,1,41.856717,-87.68317452,2110,0,6/17/16,6/17/17,2015,Ford,F-150,47544,0,0,0
1,1,214026.3,2017-01-04,1/13/17,1,1,41.97620114,-87.90530913,39928,1,10/26/16,10/26/17,2008,Honda,Accord,202608,0,0,1
2,3,183947.6,2018-09-21,9/22/18,0,4,42.01218799,-87.69937653,1110,0,2/19/17,2/19/18,2010,Honda,Pilot,179460,0,0,0
4,3,46207.7,2017-12-20,12/23/17,0,2,41.91721463,-87.73138856,3381,0,10/4/16,10/4/17,2013,Mercedes,GLE,42522,1,0,0
4,3,336005.4,2018-09-21,10/1/18,0,2,41.78309273,-87.72303138,1740,0,5/3/17,5/3/18,2001,Mazda,CX-5,327516,0,0,0
5,1,141209.2,2016-01-18,2/1/16,1,1,41.91573795,-87.70026226,26300,1,4/21/15,4/20/16,2010,Volkswagen,Jetta,130824,0,0,1
1,3,91105.5,2018-02-28,3/14/18,1,1,41.95376417,-87.72716599,1040,0,2/7/17,2/7/18,2014,Honda,CR-V,81072,0,1,0
2,3,46620.6,2016-11-25,12/1/16,0,1,41.77469454,-87.7420133,1800,0,9/27/15,9/26/16,2014,Subaru,Outback,43200,0,0,0
3,3,107685.7,2018-07-12,7/23/18,0,1,41.89941925,-87.64290547,1550,0,10/8/17,10/8/18,2013,Toyota,Highlander,97200,0,0,0
3,1,110135.5,2017-03-06,3/9/17,1,1,41.89585492,-87.6867234,14170,1,5/19/16,5/19/17,2012,Hyundai,Tucson,103500,0,0,1
5,3,228054.5,2016-02-19,2/28/16,1,1,41.66335924,-87.64109301,2714,0,11/21/15,11/20/16,2004,Chevrolet,Colorado,217728,0,0,0
4,3,254798.3,2018-03-06,3/9/18,0,1,41.70601709,-87.70630299,1260,0,9/2/17,9/2/18,2005,Honda,HR-V,246480,0,0,0
2,3,130393.3,2017-06-21,6/21/17,0,3,41.994414,-87.76501259,1322.5,0,11/9/16,11/9/17,2011,Ford,E-Series,120444,0,0,0
5,3,297760.3,2018-06-23,6/28/18,0,1,41.89832188,-87.69071927,2310,0,10/13/17,10/13/18,2005,Jeep,Grand Cherokee,296880,0,0,0
3,1,131673.5,2017-11-15,11/24/17,0,1,41.79291088,-87.74207734,19150,1,1/17/16,1/16/17,2011,Ford,Explorer,123960,0,0,1
